City,Magnitude,MMI,CDI,Latitude,Longitude,Time,Year,Month,Day
"8 km SW of Huron, California",5.6,6.585,,36.143,-120.1563333,12:01:55,1985,08,04
"12km NW of Avenal, CA",4.31,,,36.091,-120.208,11:29:24,1985,08,04
"8 km SW of Huron, California",4.7,,,36.1385,-120.159,11:29:15,1985,08,04
Central California,4.3,,,36.1183333,-120.0876667,14:45:37,1985,08,05
"64km E of Maneadero, B.C., MX",4.31,,,31.678,-115.889,12:53:56,1985,08,06
"1 km WNW of Avenal, California",4.3,,,36.009,-120.1495,00:16:03,1985,08,07
"15km SE of Olancha, CA",4.06,,,36.205,-117.866,01:51:21,1985,08,16
"58 km NW of Indian Springs, Nevada",4.6,,,37.002,-116.043,16:25:00,1985,08,17
"19 km SW of Goldfield, Nevada",4.0,,,37.587,-117.395,03:15:36,1985,08,22
"16km ESE of Little Lake, CA",4.35,,,35.892,-117.734,00:21:44,1985,08,22
"3 km WSW of Round Valley, California",4.5,,,37.411,-118.6215,03:04:06,1985,08,27
"64 km NNW of Indian Springs, Nevada",4.6,,,37.09,-116.002,14:15:00,1985,09,27
"3km SSE of Loma Linda, CA",4.58,,,34.023,-117.245,23:44:12,1985,10,02
"11 km ENE of Coalinga, California",4.0,,,36.1866667,-120.2483333,22:17:41,1985,10,08
"59 km NE of Beatty, Nevada",4.2,,,37.21,-116.21,23:20:00,1985,10,09
"61 km ENE of Beatty, Nevada",4.6,,,37.11,-116.121,21:35:00,1985,10,16
"2 km ENE of San Ardo, California",4.5,,,36.0263333,-120.8765,19:21:39,1985,11,24
"31 km NE of Soledad, California",4.6,,,36.5828333,-121.0366667,15:13:56,1985,11,28
"63 km NNW of Indian Springs, Nevada",5.7,,,37.053,-116.045,15:00:00,1985,12,05
"44 km NE of Beatty, Nevada",5.3,,,37.238,-116.473,19:01:00,1985,12,28
"22 km NE of Soledad, California",4.8,,,36.5828333,-121.1781667,03:09:36,1986,01,14
"4 km NE of Tres Pinos, California",4.0,,,36.8221667,-121.2926667,23:46:54,1986,01,26
"3 km ENE of Tres Pinos, California",5.5,6.738,,36.8043333,-121.285,19:20:50,1986,01,26
"71km WSW of Alberto Oviedo Mota, B.C., MX",4.17,,,31.877,-115.804,00:40:03,1986,02,07
"71km SW of Alberto Oviedo Mota, B.C., MX",4.43,,,31.862,-115.793,00:09:23,1986,02,07
"4km SSE of Goleta, CA",4.14,,,34.402,-119.802,15:33:16,1986,03,10
"64 km ENE of Beatty, Nevada",5.1,,,37.083,-116.066,16:15:00,1986,03,22
"2 km W of Orinda, California",4.1,,,37.878,-122.2038333,16:24:03,1986,03,29
"15 km NE of East Foothills, California",5.7,6.726,,37.4791667,-121.6866667,11:55:39,1986,03,31
"61 km SW of Rachel, Nevada",4.9,,,37.218,-116.183,14:08:30,1986,04,10
"58 km NNW of Indian Springs, Nevada",4.0,,,37.01,-116.027,23:12:29,1986,04,20
"48 km NE of Beatty, Nevada",5.3,,,37.264,-116.44,14:30:00,1986,04,22
"76 km SSW of Puerto Peñasco, Mexico",4.3,,,30.665,-113.809,00:41:41,1986,04,26
"18 km SSE of Tres Pinos, California",4.7,,,36.6373333,-121.2496667,08:47:55,1986,05,31
"60 km SSW of Rachel, Nevada",4.2,,,37.137,-115.998,15:24:11,1986,06,05
"65 km SSW of Rachel, Nevada",5.3,,,37.098,-116.016,15:04:00,1986,06,05
"10km SSE of Alberto Oviedo Mota, B.C., MX",4.28,,,32.149,-115.109,13:13:02,1986,06,24
"45 km NNE of Beatty, Nevada",5.5,,,37.265,-116.499,20:27:45,1986,06,25
"5km SW of Morongo Valley, CA",4.07,,,34.016,-116.615,19:36:20,1986,07,08
"5km WSW of Morongo Valley, CA",4.3,,,34.028,-116.627,10:22:39,1986,07,08
"7km WNW of Desert Hot Springs, CA",4.29,,,33.977,-116.579,10:09:02,1986,07,08
"7km WSW of Morongo Valley, CA",4.2,,,34.032,-116.654,09:24:12,1986,07,08
"6km SSW of Morongo Valley, CA",6.0,7.241,8.0,33.999,-116.608,09:20:44,1986,07,08
"24 km SSW of Big Sur, California",4.4,,,36.0531667,-121.874,00:40:22,1986,07,08
"6km WNW of Desert Hot Springs, CA",4.11,,,33.976,-116.567,00:12:32,1986,07,09
"9km SW of Morongo Valley, CA",4.05,,,33.986,-116.652,05:45:27,1986,07,12
"49km WSW of Carlsbad, CA",4.37,,,32.993,-117.843,14:01:33,1986,07,13
"47km ENE of San Clemente Is. (SE tip), CA",5.45,4.032,,32.971,-117.874,13:47:08,1986,07,13
"49km WSW of Carlsbad, CA",4.14,,,32.963,-117.82,00:32:46,1986,07,14
"9km SW of Morongo Valley, CA",4.43,,,33.993,-116.647,21:54:45,1986,07,17
"54 km NE of Beatty, Nevada",5.7,,,37.279,-116.356,21:00:00,1986,07,17
"9km SW of Morongo Valley, CA",4.46,,,33.989,-116.647,20:35:14,1986,07,17
"15 km NE of Mesa, California",4.7,,,37.5353333,-118.436,18:38:52,1986,07,20
"19 km NNE of Mesa, California",4.1,,,37.5746667,-118.435,14:46:07,1986,07,20
"18 km NNE of Mesa, California",5.9,7.726,,37.5666667,-118.4381667,14:29:45,1986,07,20
"17 km ENE of Swall Meadows, California",4.2,,,37.594,-118.475,23:43:05,1986,07,21
"30km NNW of Dixon Lane-Meadow Creek, CA",4.41,,,37.628,-118.573,22:09:22,1986,07,21
"24 km WSW of Dyer, Nevada",5.6,7.535,,37.6213333,-118.3425,22:07:15,1986,07,21
"14 km NE of Mesa, California",4.0,,,37.5265,-118.4453333,20:36:04,1986,07,21
"46km WSW of Carlsbad, CA",4.02,,,33.005,-117.815,18:29:30,1986,07,21
"19 km ENE of Sunny Slopes, California",4.0,,,37.6165,-118.4585,18:13:56,1986,07,21
"19 km ENE of Swall Meadows, California",4.3,,,37.5876667,-118.4446667,17:48:55,1986,07,21
"18 km ENE of Swall Meadows, California",4.4,,,37.5796667,-118.4593333,17:48:51,1986,07,21
"9 km NNE of Dixon Lane-Meadow Creek, California",4.5,,,37.4653333,-118.3778333,17:19:59,1986,07,21
"13 km NNE of Mesa, California",4.5,,,37.529,-118.4738333,17:05:33,1986,07,21
"11 km NNE of Dixon Lane-Meadow Creek, California",4.6,,,37.4866667,-118.383,16:26:44,1986,07,21
"20 km ENE of Swall Meadows, California",4.5,,,37.6058333,-118.446,15:46:23,1986,07,21
"16 km NE of Mesa, California",4.45,,,37.5415,-118.4386667,15:46:15,1986,07,21
"17 km N of Dixon Lane-Meadow Creek, California",4.2,,,37.543,-118.4003333,15:41:21,1986,07,21
"17 km NNE of Mesa, California",4.0,,,37.5503333,-118.437,15:36:49,1986,07,21
"13 km NE of Mesa, California",4.6,,,37.5128333,-118.4418333,15:26:48,1986,07,21
"14 km NE of Mesa, California",4.7,,,37.525,-118.4376667,15:19:34,1986,07,21
"12 km ENE of Swall Meadows, California",4.4,,,37.5376667,-118.5046667,15:11:30,1986,07,21
"12 km NNE of Mesa, California",4.1,,,37.5288333,-118.4971667,15:05:40,1986,07,21
"13 km N of Dixon Lane-Meadow Creek, California",4.8,,,37.5036667,-118.3918333,14:57:48,1986,07,21
"38km ENE of Bishop, CA",4.24,,,37.5,-118.0,14:54:40,1986,07,21
"20 km NNE of Mesa, California",4.9,,,37.58,-118.42,14:53:58,1986,07,21
"16km NE of Dixon Lane-Meadow Creek, CA",4.54,,,37.493,-118.302,14:53:35,1986,07,21
"22km N of Dixon Lane-Meadow Creek, CA",4.02,,,37.583,-118.417,14:52:11,1986,07,21
"11 km NE of Mesa, California",5.7,6.287,,37.4931667,-118.4538333,14:51:09,1986,07,21
"22km N of Dixon Lane-Meadow Creek, CA",4.03,,,37.583,-118.417,14:48:23,1986,07,21
"45km NE of Bishop, CA",4.09,,,37.617,-118.0,14:47:55,1986,07,21
"20 km NNE of Mesa, California",4.6,,,37.58,-118.42,14:45:21,1986,07,21
"15 km NNE of Mesa, California",6.4,8.145,,37.538,-118.4428333,14:42:26,1986,07,21
"17 km ENE of Swall Meadows, California",4.3,,,37.5666667,-118.4588333,11:15:21,1986,07,21
"14 km NNE of Mesa, California",4.1,,,37.5321667,-118.4538333,08:10:30,1986,07,21
"16 km ENE of Swall Meadows, California",4.4,,,37.5581667,-118.4651667,03:12:10,1986,07,21
"11 km N of Dixon Lane-Meadow Creek, California",4.2,,,37.4905,-118.3953333,22:06:41,1986,07,22
"19 km ENE of Sunny Slopes, California",4.3,,,37.6113333,-118.4668333,20:22:25,1986,07,22
"19 km NNE of Mesa, California",4.2,,,37.5706667,-118.432,20:16:59,1986,07,22
"12 km NNE of Dixon Lane-Meadow Creek, California",4.7,,,37.4981667,-118.3753333,18:29:43,1986,07,22
"12 km NNE of Dixon Lane-Meadow Creek, California",4.2,,,37.49,-118.373,18:19:35,1986,07,22
"13 km NNE of Mesa, California",5.0,,,37.5258333,-118.4715,13:48:59,1986,07,22
"13 km NNE of Mesa, California",4.7,,,37.5276667,-118.4731667,13:33:59,1986,07,22
"13 km NNE of Mesa, California",4.4,,,37.5266667,-118.4733333,12:24:49,1986,07,22
"15 km NE of Mesa, California",4.0,,,37.5335,-118.4455,08:29:15,1986,07,22
"7 km NNE of Dixon Lane-Meadow Creek, California",4.2,,,37.4525,-118.3855,06:21:52,1986,07,22
"17 km NNE of Mesa, California",4.1,,,37.5631667,-118.4531667,05:40:44,1986,07,22
California-Nevada border region,4.5,,,37.6063333,-118.4321667,00:09:53,1986,07,22
"16 km NE of Mesa, California",4.7,,,37.537,-118.4373333,15:39:11,1986,07,23
"5 km SSW of Topaz Lake, Nevada",4.3,,,38.6496667,-119.5778333,07:39:10,1986,07,23
"10 km NNE of Dixon Lane-Meadow Creek, California",4.3,,,37.4718333,-118.3678333,19:03:25,1986,07,24
"62 km SSW of Rachel, Nevada",4.4,,,37.143,-116.071,15:05:00,1986,07,24
"9 km NNE of Dixon Lane-Meadow Creek, California",4.2,,,37.4678333,-118.37,06:10:04,1986,07,24
"19 km ENE of Sunny Slopes, California",4.1,,,37.6041667,-118.4651667,02:43:10,1986,07,24
"13 km NNE of Mesa, California",4.2,,,37.5321667,-118.4731667,14:39:40,1986,07,26
"9 km E of Bishop, California",4.2,,,37.3778333,-118.2856667,03:49:39,1986,07,27
"8 km NNE of Dixon Lane-Meadow Creek, California",4.2,,,37.4523333,-118.3748333,15:14:24,1986,07,29
"18 km NE of Swall Meadows, California",4.6,,,37.5998333,-118.467,09:57:56,1986,07,29
"49km ENE of San Clemente Is. (SE tip), CA",4.31,,,32.934,-117.841,08:17:41,1986,07,29
"16 km NNE of Mesa, California",4.2,,,37.5468333,-118.4393333,07:11:58,1986,07,29
"46km WSW of Carlsbad, CA",4.15,,,32.985,-117.801,22:51:13,1986,07,30
"18 km ENE of Swall Meadows, California",4.8,,,37.5846667,-118.4565,06:41:52,1986,07,30
"18 km ENE of Sunny Slopes, California",4.0,,,37.607,-118.47,06:03:31,1986,07,30
"11 km NNE of Dixon Lane-Meadow Creek, California",4.0,,,37.4825,-118.3733333,08:15:38,1986,07,31
"10 km NNE of Dixon Lane-Meadow Creek, California",4.0,,,37.4751667,-118.374,07:36:01,1986,07,31
"8 km NE of Dixon Lane-Meadow Creek, California",4.5,,,37.4446667,-118.347,07:28:03,1986,07,31
"10 km NNE of Dixon Lane-Meadow Creek, California",5.8,6.951,,37.4731667,-118.3686667,07:22:39,1986,07,31
"49km WSW of Carlsbad, CA",4.04,,,32.972,-117.829,01:06:19,1986,07,31
"13 km N of Dixon Lane-Meadow Creek, California",5.1,,,37.5103333,-118.399,14:28:18,1986,08,01
"14 km N of Dixon Lane-Meadow Creek, California",4.8,,,37.5141667,-118.3928333,14:27:15,1986,08,01
"20 km ENE of Sunny Slopes, California",4.3,,,37.6173333,-118.4465,10:33:04,1986,08,03
"16 km E of Seven Trees, California",4.0,,,37.2803333,-121.6526667,04:31:14,1986,09,03
"22 km ENE of Sunny Slopes, California",4.0,,,37.6201667,-118.4323333,07:59:47,1986,09,18
"39 km S of Goldfield, Nevada",4.3,,,37.351,-117.206,14:35:55,1986,09,24
"37 km S of Goldfield, Nevada",4.3,,,37.374,-117.199,14:20:33,1986,09,24
"11 km S of Benton, California",4.02,,,37.7115,-118.4731667,04:57:39,1986,09,24
"59 km NE of Beatty, Nevada",5.5,,,37.3,-116.307,22:30:00,1986,09,30
"46km WSW of Carlsbad, CA",4.18,,,32.99,-117.798,09:52:11,1986,09,30
"1 km E of Bishop, California",4.4,,,37.3648333,-118.3815,05:37:25,1986,10,09
"1 km SSW of Diablo, California",4.2,,,37.8211667,-121.966,05:17:35,1986,10,11
"6km NNW of Garnet, CA",4.0,,,33.948,-116.577,02:28:47,1986,10,15
"43 km NE of Beatty, Nevada",5.6,,,37.22,-116.462,19:25:00,1986,10,16
"4km NW of Imperial Beach, CA",4.48,,,32.604,-117.144,02:38:15,1986,10,29
"19 km ESE of Walker, California",4.6,,,38.4641667,-119.263,03:57:27,1986,10,31
California-Nevada border region,4.6,,,38.715,-119.54,19:23:38,1986,11,01
"64 km NNW of Indian Springs, Nevada",4.0,,,37.081,-116.014,20:02:38,1986,11,14
"66 km SSW of Rachel, Nevada",5.8,,,37.1,-116.048,16:00:00,1986,11,14
"16 km SSE of Livermore, California",4.1,,,37.5598333,-121.67,14:18:04,1986,12,11
"50 km NE of Beatty, Nevada",5.5,,,37.263,-116.412,17:50:05,1986,12,13
"20 km N of Dixon Lane-Meadow Creek, California",4.0,,,37.5715,-118.403,09:56:27,1986,12,26
"8 km NNE of East Foothills, California",4.0,,,37.4521667,-121.796,15:28:04,1986,12,29
"9 km ENE of Morgan Hill, California",4.21,,,37.1615,-121.5526667,08:09:04,1987,01,19
"14km WNW of Delta, B.C., MX",4.2,,,32.393,-115.337,10:25:39,1987,02,07
"13km W of Delta, B.C., MX",4.16,,,32.376,-115.33,09:59:34,1987,02,07
"11km WNW of Delta, B.C., MX",5.38,7.035,,32.388,-115.305,03:45:14,1987,02,07
"59 km NW of Indian Springs, Nevada",4.5,,,37.011,-116.045,16:45:00,1987,02,11
"4 km NNE of Coalinga, California",5.3,6.058,,36.1723333,-120.3405,07:26:50,1987,02,14
"14 km W of Aspen Springs, California",4.0,,,37.5401667,-118.8716667,16:24:57,1987,02,27
"59 km NE of Beatty, Nevada",4.3,,,37.21,-116.209,18:28:00,1987,03,18
"43 km NNE of Beatty, Nevada",5.5,,,37.248,-116.509,13:40:00,1987,04,18
"54 km NNW of Indian Springs, Nevada",4.2,,,36.983,-116.005,22:00:00,1987,04,22
"5 km NNE of Tres Pinos, California",4.1,,,36.8326667,-121.2918333,19:24:21,1987,04,30
"46 km NE of Beatty, Nevada",5.5,,,37.233,-116.423,13:30:00,1987,04,30
"3 km S of Mammoth Lakes, California",4.2,,,37.6175,-118.9728333,03:14:54,1987,05,07
"8km N of Big Bear Lake, CA",4.12,4.592,,34.311,-116.918,15:10:10,1987,05,11
"4 km ESE of Piedmont, California",4.0,,,37.8091667,-122.187,06:45:47,1987,05,11
"56 km SSW of Rachel, Nevada",4.1,,,37.194,-116.035,15:20:00,1987,06,18
"58 km NW of Indian Springs, Nevada",4.1,,,36.999,-116.043,16:05:00,1987,06,30
"64 km SSW of Rachel, Nevada",4.8,,,37.104,-116.023,19:00:00,1987,07,16
"1 km SW of Mina, Nevada",4.3,,,38.383,-118.117,18:55:11,1987,07,28
California-Nevada border region,4.4,,,38.367,-118.17,03:52:32,1987,07,29
"63 km NNW of Indian Springs, Nevada",5.9,,,37.061,-116.045,14:00:00,1987,08,13
Nevada,5.7,,,37.228,-116.375,15:00:00,1987,09,24
"4km ESE of Monterey Park, CA",4.02,,,34.05,-118.087,15:59:53,1987,10,01
"3km ESE of Monterey Park, CA",4.62,,,34.052,-118.091,15:12:31,1987,10,01
"22 km NE of San Ardo, California",4.77,,,36.1575,-120.7141667,14:49:49,1987,10,01
"2km E of Monterey Park, CA",4.75,,,34.06,-118.1,14:49:05,1987,10,01
"2km WSW of Rosemead, CA",4.11,,,34.076,-118.09,14:48:03,1987,10,01
"3km SE of Monterey Park, CA",4.7,,,34.049,-118.1,14:45:41,1987,10,01
"2km SSW of Rosemead, CA",5.9,7.787,8.9,34.061,-118.079,14:42:20,1987,10,01
"2km WSW of Rosemead, CA",5.25,7.206,,34.074,-118.098,10:59:38,1987,10,04
"12 km N of Livermore, California",4.4,,,37.7905,-121.7445,03:47:59,1987,10,22
"63 km SSW of Rachel, Nevada",5.2,,,37.142,-116.079,16:00:00,1987,10,23
"23km N of Santa Barbara Is., CA",4.03,,,33.676,-119.058,23:58:33,1987,10,24
"70 km W of Las Brisas, Mexico",4.5,,,30.87,-116.89,00:54:58,1987,10,27
"21 km NNE of Soledad, California",4.0,,,36.5941667,-121.2015,15:06:00,1987,11,07
"24km W of Westmorland, CA",4.14,,,33.017,-115.881,18:50:40,1987,11,24
"17km W of Westmorland, CA",4.13,,,33.043,-115.803,14:36:29,1987,11,24
"21km WSW of Westmorland, CA",4.18,,,32.991,-115.835,13:53:41,1987,11,24
"17km SW of Westmorland, CA",4.71,,,32.942,-115.764,13:34:39,1987,11,24
"20km SSE of Salton City, CA",4.34,,,33.13,-115.875,13:33:55,1987,11,24
"25km W of Westmorland, CA",4.39,,,32.997,-115.885,13:33:00,1987,11,24
"18km W of Westmorland, CA",4.17,,,33.014,-115.815,13:18:48,1987,11,24
"22km W of Westmorland, CA",6.6,8.352,,33.015,-115.852,13:15:56,1987,11,24
"18km W of Westmorland, CA",4.66,,,33.04,-115.812,02:53:00,1987,11,24
"17km W of Westmorland, CA",4.08,,,33.05,-115.8,02:16:47,1987,11,24
"16km W of Westmorland, CA",4.82,,,33.048,-115.798,02:15:23,1987,11,24
"18km W of Westmorland, CA",4.54,,,33.036,-115.82,02:14:35,1987,11,24
"17km WNW of Westmorland, CA",6.2,7.895,,33.09,-115.792,01:54:14,1987,11,24
"16km WNW of Westmorland, CA",4.03,,,33.072,-115.782,01:53:03,1987,11,24
"15km WNW of Westmorland, CA",4.18,,,33.067,-115.781,01:32:48,1987,11,24
"19km WSW of Westmorland, CA",4.04,,,32.979,-115.816,13:54:10,1987,11,25
"25km W of Westmorland, CA",4.53,,,33.029,-115.888,17:39:01,1987,11,26
"19km WSW of Westmorland, CA",4.47,,,32.996,-115.816,01:10:10,1987,11,27
"19km WSW of Westmorland, CA",4.2,,,32.98,-115.809,00:39:10,1987,11,28
"70km E of Maneadero, B.C., MX",4.05,,,31.729,-115.825,20:31:16,1987,12,02
"58 km SW of Rachel, Nevada",4.1,,,37.235,-116.163,16:30:00,1987,12,02
"18km WSW of Westmorland, CA",4.57,,,32.995,-115.813,04:03:06,1987,12,02
"70km E of Maneadero, B.C., MX",4.63,,,31.782,-115.826,03:59:46,1987,12,02
"18km NE of Lamont, CA",4.02,,,35.372,-118.774,18:23:46,1987,12,15
"93 km NNW of Rachel, Nevada",4.2,,,38.444,-116.08,22:50:40,1987,12,30
"28 km SW of South Dos Palos, California",4.5,,,36.7773333,-120.8793333,22:49:48,1988,01,06
"71km SW of Alberto Oviedo Mota, B.C., MX",4.35,,,31.859,-115.78,21:23:29,1988,01,25
"72km ENE of Maneadero, B.C., MX",4.07,,,31.884,-115.834,19:37:05,1988,01,25
"71km SW of Alberto Oviedo Mota, B.C., MX",4.07,,,31.867,-115.794,15:45:04,1988,01,25
"72km WSW of Alberto Oviedo Mota, B.C., MX",4.05,,,31.87,-115.804,15:16:18,1988,01,25
"72km WSW of Alberto Oviedo Mota, B.C., MX",4.62,,,31.875,-115.816,13:20:30,1988,01,25
"73km SW of Alberto Oviedo Mota, B.C., MX",5.49,,,31.7451667,-115.6963333,13:17:51,1988,01,25
"77km E of Maneadero, B.C., MX",4.8,,,31.6603333,-115.7601667,13:17:09,1988,01,25
"13km NW of Imperial, CA",4.67,,,32.919,-115.678,02:54:02,1988,01,28
"72km WSW of Alberto Oviedo Mota, B.C., MX",4.14,,,31.877,-115.814,09:08:20,1988,02,10
"2km WNW of El Monte, CA",4.69,5.042,,34.077,-118.047,15:25:55,1988,02,11
"51 km NNE of Beatty, Nevada",5.3,,,37.314,-116.471,18:10:00,1988,02,15
"1 km NE of Tres Pinos, California",5.1,,,36.7958333,-121.3111667,08:39:57,1988,02,20
"25km NW of Buttonwillow, CA",4.2,,,35.546,-119.676,07:43:13,1988,02,22
"18km SE of Ocotillo, CA",4.08,,,32.635,-115.838,07:52:52,1988,02,28
"19km SSW of Carpinteria, CA",4.01,,,34.25,-119.622,08:42:46,1988,03,23
"59 km NW of Indian Springs, Nevada",4.0,,,37.013,-116.044,17:15:00,1988,04,07
"64 km SSW of Rachel, Nevada",4.8,,,37.124,-116.072,15:35:00,1988,05,13
"12km E of Borrego Springs, CA",4.26,,,33.24,-116.247,19:38:37,1988,05,17
"58 km NNW of Indian Springs, Nevada",4.3,,,37.032,-115.987,22:30:00,1988,05,21
"14 km WSW of Aspen Springs, California",4.3,,,37.5086667,-118.863,18:08:55,1988,05,28
"48 km NE of Beatty, Nevada",5.4,,,37.26,-116.441,13:00:00,1988,06,02
"16km NE of Lebec, CA",5.37,6.354,,34.943,-118.743,23:06:43,1988,06,10
"6 km E of East Foothills, California",5.3,,,37.3926667,-121.7415,01:45:36,1988,06,13
"8 km ENE of San Martin, California",4.1,,,37.1241667,-121.5251667,15:26:38,1988,06,20
"4km NNE of Claremont, CA",4.66,,,34.136,-117.709,15:04:58,1988,06,26
"8 km ESE of Lexington Hills, California",5.3,,,37.1283333,-121.895,18:43:22,1988,06,27
"23km ESE of Anza, CA",4.4,,,33.483,-116.439,00:26:58,1988,07,02
"16km N of Olancha, CA",4.4,,,36.426,-118.025,18:18:47,1988,07,05
"51 km NE of Beatty, Nevada",5.6,,,37.252,-116.377,15:05:30,1988,07,07
"23 km NE of Soledad, California",4.7,,,36.5768333,-121.1501667,03:26:55,1988,07,26
"58 km NE of Beatty, Nevada",5.5,,,37.297,-116.307,17:00:00,1988,08,17
"56 km NNW of Indian Springs, Nevada",4.1,,,36.994,-116.012,18:29:59,1988,08,23
"64 km ENE of Beatty, Nevada",5.0,,,37.086,-116.069,18:00:00,1988,08,30
"73km SW of Alberto Oviedo Mota, B.C., MX",5.25,,,31.822,-115.775,16:45:17,1988,08,31
"5km WSW of Manhattan Beach, CA",4.04,,,33.867,-118.457,13:24:34,1988,09,12
"21 km WNW of Mina, Nevada",4.5,,,38.461,-118.342,02:56:31,1988,09,19
"66 km ENE of Beatty, Nevada",4.5,,,37.089,-116.049,16:18:07,1988,10,13
"66 km ENE of Beatty, Nevada",5.9,,,37.089,-116.049,14:00:00,1988,10,13
"10km SW of Niland, CA",4.18,,,33.181,-115.604,22:47:54,1988,10,19
"6 km SW of Wilkerson, California",4.05,,,37.2328333,-118.4328333,16:08:23,1988,10,19
"22 km WNW of Mina, Nevada",4.0,,,38.454,-118.358,14:14:26,1988,10,26
"7 km E of East Foothills, California",4.8,,,37.3746667,-121.7301667,05:08:02,1988,11,10
"18km SW of Newport Beach, CA",4.83,,,33.507,-118.071,05:39:28,1988,11,20
"2 km SW of Mesa, California",4.4,,,37.401,-118.5601667,07:57:39,1988,11,22
"1km SSE of Pasadena, CA",5.02,5.415,,34.151,-118.13,11:38:26,1988,12,03
"58 km ENE of Beatty, Nevada",5.0,,,37.199,-116.209,20:30:00,1988,12,10
"12km SW of Morongo Valley, CA",5.03,,,33.979,-116.681,05:53:04,1988,12,16
"15 km E of Seven Trees, California",4.3,,,37.2863333,-121.6613333,23:54:24,1988,12,30
"26km WSW of Lompoc, CA",4.05,,,34.513,-120.702,23:01:18,1989,01,09
"43km WSW of Encinitas, CA",4.29,,,32.948,-117.736,15:39:55,1989,01,15
"13km S of Las Flores, CA",4.96,4.608,,33.919,-118.627,06:53:28,1989,01,19
"63 km NNW of Indian Springs, Nevada",5.2,,,37.077,-116.001,20:06:00,1989,02,10
"22km N of Pine Mountain Club, CA",4.1,,,35.043,-119.156,15:43:54,1989,02,14
"2km NE of Chino Hills, CA",4.05,,,34.006,-117.738,07:17:04,1989,02,18
"61 km ENE of Beatty, Nevada",4.4,,,37.128,-116.122,16:15:00,1989,02,24
"10km SW of Niland, CA",4.58,,,33.181,-115.599,22:16:47,1989,03,06
"62 km SSW of Rachel, Nevada",5.0,,,37.143,-116.067,14:05:00,1989,03,09
"6km WSW of Grapevine, CA",4.31,,,34.914,-118.992,09:29:49,1989,03,29
"6 km NE of East Foothills, California",4.5,4.533,,37.4318333,-121.7713333,17:46:34,1989,04,03
"2km E of Newport Beach, CA",4.8,5.527,,33.619,-117.902,20:07:30,1989,04,07
"28 km ENE of Mina, Nevada",4.3,,,38.494,-117.806,12:45:52,1989,04,20
"60 km ENE of Beatty, Nevada",4.4,,,37.108,-116.121,13:10:00,1989,05,15
"21km NE of Lucerne Valley, CA",4.29,,,34.597,-116.839,21:33:59,1989,06,04
"1km SW of East Los Angeles, CA",4.47,,,34.022,-118.178,17:22:25,1989,06,12
"1km WSW of East Los Angeles, CA",4.82,4.949,,34.028,-118.18,16:57:18,1989,06,12
"95 km SE of San Felipe, Mexico",4.5,,,30.333,-114.252,22:15:45,1989,06,22
"51 km NE of Beatty, Nevada",5.3,,,37.283,-116.412,21:15:00,1989,06,22
"89 km SE of San Felipe, Mexico",4.6,,,30.395,-114.262,21:06:01,1989,06,22
"4 km NE of Pittsburg, California",4.3,,,38.0588333,-121.8563333,01:13:24,1989,06,22
"54 km NE of Beatty, Nevada",4.9,,,37.275,-116.354,15:30:00,1989,06,27
"3 km WNW of Round Valley, California",4.6,,,37.4291667,-118.6268333,04:13:33,1989,07,11
